,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
758,9078341,0.52,True,De Pijp - Rivierenbuurt,52.35116532597855,4.895432936794861,Entire home/apt,2,1,1,4,195.0,3,15,True,1,1,5.0,True,97.5,585.0,0.07,0.22,0.21,4.99,0.021917808219178082,1120.972602739726
759,9103703,0.77,True,Oostelijk Havengebied - Indische Buurt,52.36417,4.93963,Entire home/apt,2,1,1,3,85.0,2,4,True,1,1,4.84,True,42.5,170.0,0.05,0.11,0.16,4.99,0.0,450.0
760,9104541,0.97,True,De Baarsjes - Oud-West,52.36577,4.8613,Private room,2,1,1,1,80.0,3,1125,True,1,4,4.91,True,40.0,240.0,0.06,0.12,0.17,4.99,0.01643835616438356,390.2054794520548
761,9108470,0.09,True,Oostelijk Havengebied - Indische Buurt,52.36008,4.94462,Entire home/apt,4,2,2,1,125.0,45,1125,True,29,0,4.9,True,31.25,5625.0,0.08,0.11,0.19,4.99,0.9972602739726028,625.0
762,9181640,0.8300000000000001,True,De Baarsjes - Oud-West,52.37239,4.87172,Private room,2,1,1,3,98.0,3,100,True,2,3,4.56,True,49.0,294.0,0.04,0.14,0.16,4.99,0.7576601671309192,509.26183844011143
763,9186603,1.0,True,De Baarsjes - Oud-West,52.36641,4.85251,Entire home/apt,4,2,2,5,179.0,5,21,True,0,0,4.79,True,44.75,895.0,0.08,0.17,0.15,4.99,0.0,892.4657534246576
764,9197358,,True,Slotervaart,52.3654,4.84906,Entire home/apt,2,1,1,7,120.0,5,28,True,0,0,4.73,True,60.0,600.0,0.07,0.2,0.15,4.99,0.0,600.0
765,9247120,0.81,True,Oud-Oost,52.35165,4.91358,Entire home/apt,4,2,2,10,154.0,3,100,True,0,1,4.78,True,38.5,462.0,0.08,0.22,0.24,4.99,0.0,770.2739726027397
766,9254675,,True,Oud-Oost,52.35392,4.91975,Entire home/apt,4,2,1,1,52.0,27,27,True,0,0,,True,13.0,1404.0,0.08,0.14,0.16,2.99,0.0,260.0
767,9271262,,True,De Pijp - Rivierenbuurt,52.34948,4.89065,Entire home/apt,4,2,3,7,190.0,4,30,True,0,0,4.91,True,47.5,760.0,0.07,0.17,0.23,4.99,0.0,950.0
768,9272999,0.99,True,De Baarsjes - Oud-West,52.37226,4.85366,Private room,1,1,1,2,89.0,3,1125,True,5,2,4.16,True,89.0,267.0,0.06,0.11,0.16,4.99,0.1346153846153846,450.0
769,9273467,0.99,True,De Baarsjes - Oud-West,52.37036,4.85414,Private room,3,1,2,1,92.0,2,1125,True,13,3,4.29,True,30.67,184.0,0.08,0.13,0.14,4.99,0.8942307692307693,540.0
770,9310110,0.83,True,Centrum-West,52.37821,4.89264,Entire home/apt,4,2,3,10,280.0,5,30,True,0,0,4.6,True,70.0,1400.0,0.09,0.22,0.27,4.99,0.049315068493150684,1463.4931506849316
771,9322953,0.0,True,Zuid,52.34375,4.85807,Entire home/apt,2,1,1,2,100.0,3,1125,True,0,0,4.87,True,50.0,300.0,0.06,0.13,0.19,4.99,0.0,500.0
772,9340964,0.69,True,Centrum-West,52.38571,4.8833,Entire home/apt,3,2,1,1,57.0,3,22,True,0,1,4.11,True,19.0,171.0,0.06,0.11,0.15,2.99,0.0,424.7945205479452
773,9343949,1.0,True,Oud-Oost,52.35131,4.91388,Private room,2,1,1,1,65.0,4,1125,True,0,2,4.27,True,32.5,260.0,0.05,0.13,0.16,2.99,0.5150684931506849,423.93150684931504
774,9360964,1.0,True,Oud-Oost,52.35927,4.92427,Entire home/apt,2,1,1,4,102.0,3,20,True,0,0,4.69,True,51.0,306.0,0.06,0.14,0.18,4.99,0.0,510.6164383561644
775,9420691,0.95,True,Zuid,52.3561,4.8705,Entire home/apt,2,1,1,5,115.0,3,14,True,0,0,4.94,True,57.5,345.0,0.05,0.13,0.15,4.99,0.0,575.0
776,9444516,0.8,True,De Baarsjes - Oud-West,52.36757,4.86833,Entire home/apt,2,1,1,20,468.0,4,8,True,7,0,4.41,True,234.0,1872.0,0.12,0.18,0.19,10.99,0.2191780821917808,2477.054794520548
777,9461010,0.52,True,Zuid,52.3502,4.88583,Entire home/apt,4,2,3,7,199.0,5,7,True,0,0,4.92,True,49.75,995.0,0.08,0.2,0.15,4.99,0.030136986301369864,995.1232876712329
778,9461142,0.9,True,Watergraafsmeer,52.34159,4.92606,Entire home/apt,4,2,3,6,195.0,3,3,True,0,3,4.81,True,48.75,585.0,0.07,0.2,0.23,4.99,0.4246575342465753,975.0
779,9490497,0.58,True,Bos en Lommer,52.37825,4.84685,Entire home/apt,4,2,3,6,95.0,5,1125,True,0,0,4.89,True,23.75,475.0,0.05,0.09,0.16,4.99,0.0136986301369863,648.6027397260274
780,9506709,0.0,True,Centrum-West,52.37159,4.88023,Entire home/apt,4,2,3,27,750.0,3,10,True,11,0,4.29,True,187.5,2250.0,0.07,0.14,0.35000000000000003,10.99,0.7616438356164383,3160.3424657534247
781,9509889,0.8500000000000001,True,Centrum-West,52.37882,4.89387,Private room,4,1,3,3,140.0,1,1125,True,10,3,4.72,True,35.0,140.0,0.06,0.1,0.16,4.99,0.38461538461538464,1003.75
782,9530785,0.33,True,Centrum-Oost,52.36188,4.90062,Entire home/apt,4,2,2,25,550.0,1,365,True,4,1,4.63,True,137.5,550.0,0.12,0.05,0.2,10.99,0.4,2156.25
783,9536529,0.46,True,De Pijp - Rivierenbuurt,52.341003,4.903122,Private room,4,1,2,9,206.0,2,365,True,8,6,4.33,True,51.5,412.0,0.06,0.19,0.21,4.99,0.4438202247191011,1094.9578651685392
784,9538986,1.0,True,De Baarsjes - Oud-West,52.36625,4.87423,Entire home/apt,2,1,1,4,130.0,4,14,True,2,0,4.92,True,65.0,520.0,0.08,0.15,0.16,4.99,0.021917808219178082,677.1917808219179
785,9584580,1.0,True,Centrum-Oost,52.36506,4.90209,Private room,2,1,1,3,139.0,3,30,True,2,7,4.96,True,69.5,417.0,0.06,0.08,0.16,4.99,0.1349862258953168,738.4022038567493
786,9632913,0.6000000000000001,True,Centrum-Oost,52.36919,4.89745,Private room,2,1,1,6,118.0,3,1125,True,2,4,4.71,True,59.0,354.0,0.05,0.15,0.19,4.99,0.7116279069767442,686.3023255813954
787,9659173,0.5,True,Westerpark,52.38443,4.87415,Entire home/apt,2,1,1,5,125.0,3,18,True,0,0,4.98,True,62.5,375.0,0.06,0.14,0.18,4.99,0.0,625.0
788,9673745,,True,Oud-Noord,52.39661,4.91648,Entire home/apt,4,2,2,7,65.0,3,1125,True,0,0,4.52,True,16.25,195.0,0.05,0.11,0.15,2.99,0.0,325.0
789,9763557,0.58,True,Westerpark,52.37936,4.87703,Entire home/apt,2,1,1,10,145.0,2,10,True,2,1,5.0,True,72.5,290.0,0.05,0.17,0.19,4.99,0.0,725.0
790,9799012,0.31,True,De Baarsjes - Oud-West,52.3689,4.85963,Entire home/apt,2,1,1,11,150.0,3,30,True,0,0,4.95,True,75.0,450.0,0.07,0.17,0.2,4.99,0.0,751.917808219178
791,9808608,0.4700000000000001,True,De Pijp - Rivierenbuurt,52.3558,4.89727,Entire home/apt,4,2,2,7,214.0,4,4,True,6,0,4.93,True,53.5,856.0,0.08,0.14,0.25,4.99,0.42191780821917807,1308.2191780821918
792,9815325,0.37,True,De Baarsjes - Oud-West,52.36923,4.86632,Entire home/apt,2,1,1,9,235.0,3,28,True,9,1,4.64,True,117.5,705.0,0.09,0.2,0.25,4.99,0.08767123287671233,1221.876712328767
793,9816257,0.8200000000000001,True,Zuid,52.33878,4.84729,Private room,2,1,1,9,100.0,1,1125,True,2,0,4.86,True,50.0,100.0,0.07,0.23,0.21,4.99,0.5236486486486487,500.0
794,9895854,0.0,True,Centrum-West,52.36652,4.88573,Entire home/apt,2,1,1,3,190.0,2,1125,True,0,0,4.9,True,95.0,380.0,0.08,0.27,0.16,4.99,0.1346153846153846,1042.2115384615386
795,9903960,0.2600000000000001,True,Centrum-West,52.37796,4.89173,Private room,2,1,1,7,166.0,1,1125,True,0,2,4.89,True,83.0,166.0,0.08,0.23,0.23,4.99,1.0,830.0
796,9912550,,True,De Baarsjes - Oud-West,52.36397,4.86027,Entire home/apt,4,2,2,11,232.0,3,1125,True,0,0,5.0,True,58.0,696.0,0.07,0.17,0.19,4.99,0.0,1160.6164383561643
797,9921636,0.65,True,Centrum-West,52.37085,4.88212,Entire home/apt,2,1,1,4,220.0,4,1125,True,0,0,4.83,True,110.0,880.0,0.08,0.2,0.22,4.99,0.0,1100.0
798,9981383,,True,De Baarsjes - Oud-West,52.36288,4.85843,Entire home/apt,4,2,2,8,205.0,3,5,True,0,0,4.79,True,51.25,615.0,0.12,0.2,0.25,4.99,0.0,1025.0
799,9983460,,True,Oud-Oost,52.35767,4.91409,Entire home/apt,4,2,3,4,140.0,5,60,True,0,0,4.75,True,35.0,700.0,0.06,0.16,0.19,4.99,0.0,700.0
800,9996040,0.8200000000000001,True,Westerpark,52.38845,4.87881,Entire home/apt,2,1,1,10,200.0,3,3,True,2,1,4.86,True,100.0,600.0,0.09,0.14,0.16,4.99,0.42191780821917807,1000.0
801,10027284,,True,Buitenveldert - Zuidas,52.34236,4.8781,Entire home/apt,4,2,6,12,250.0,4,1125,True,0,0,4.78,True,62.5,1000.0,0.13,0.15,0.29,4.99,0.0,1250.0
802,10036864,0.67,True,IJburg - Zeeburgereiland,52.35503,4.99792,Entire home/apt,4,2,6,9,204.0,6,1125,True,0,0,4.2,True,51.0,1224.0,0.08,0.19,0.27,4.99,0.27945205479452057,1017.6027397260274
803,10055684,0.56,True,Oostelijk Havengebied - Indische Buurt,52.3648,4.93265,Entire home/apt,2,1,1,3,145.0,4,1125,True,0,1,4.57,True,72.5,580.0,0.06,0.09,0.16,4.99,0.6794520547945205,725.0
804,10080818,0.67,True,Watergraafsmeer,52.35421,4.9434,Entire home/apt,4,2,5,12,225.0,4,1125,True,0,0,5.0,True,56.25,900.0,0.09,0.19,0.14,4.99,0.0,1125.0
805,10094980,1.0,True,Centrum-Oost,52.37074,4.90027,Entire home/apt,4,2,2,9,269.0,7,30,True,1,3,4.63,True,67.25,1883.0,0.07,0.27,0.24,4.99,0.0027397260273972603,1208.8082191780823
806,10101483,1.0,True,Oud-Oost,52.36472,4.92574,Entire home/apt,2,1,1,8,130.0,3,7,True,3,2,5.0,True,65.0,390.0,0.07,0.16,0.16,4.99,0.1506849315068493,708.8630136986301
807,10111606,0.61,True,Zuid,52.34411,4.86253,Entire home/apt,2,1,1,11,229.0,1,1125,True,4,1,4.91,True,114.5,229.0,0.1,0.13,0.21,4.99,0.5526315789473685,1174.0131578947369
808,10119487,0.31999999999999995,True,De Pijp - Rivierenbuurt,52.35436,4.89204,Private room,2,1,1,7,191.0,3,1125,True,0,3,4.73,True,95.5,573.0,0.06,0.22,0.19,4.99,0.8986301369863013,956.986301369863
809,10121407,1.0,True,Oud-Oost,52.35852,4.93452,Entire home/apt,4,2,3,8,250.0,3,1125,True,0,1,5.0,True,62.5,750.0,0.11,0.18,0.29,4.99,0.0,1250.0
810,10136640,0.24,True,De Baarsjes - Oud-West,52.36964,4.86856,Entire home/apt,2,1,2,17,375.0,3,1125,True,9,0,4.89,True,187.5,1125.0,0.12,0.2,0.19,4.99,0.27671232876712326,1850.3424657534247
811,10145992,0.14,True,Zuid,52.34292,4.84409,Private room,1,1,1,10,125.0,3,1125,True,8,0,4.67,True,125.0,375.0,0.08,0.19,0.18,4.99,0.5945205479452055,540.068493150685
812,10190247,0.52,True,Bos en Lommer,52.37667,4.86151,Entire home/apt,4,2,3,8,199.0,1,1125,True,0,0,4.79,True,49.75,199.0,0.07,0.15,0.17,4.99,0.0,868.125
813,10196589,0.79,True,Centrum-West,52.36711,4.8931,Entire home/apt,3,2,3,5,247.0,2,4,True,0,0,4.84,True,82.33,494.0,0.04,0.26,0.19,4.99,0.6,1340.0
814,10204197,,True,Bos en Lommer,52.37579,4.84443,Entire home/apt,4,2,2,5,149.0,4,30,True,0,0,4.79,True,37.25,596.0,0.06,0.12,0.17,4.99,0.0,745.0
815,10259094,0.75,True,Centrum-West,52.37908,4.88982,Private room,2,1,1,1,104.0,1,1125,True,0,3,4.86,True,52.0,104.0,0.07,0.11,0.15,4.99,0.0,575.0
816,10276899,0.71,True,Centrum-Oost,52.35898,4.89511,Private room,2,1,2,10,183.0,3,30,True,1,7,4.98,True,91.5,549.0,0.11,0.15,0.19,4.99,0.19667590027700832,962.0775623268698
817,10290215,,True,De Baarsjes - Oud-West,52.36193,4.86698,Entire home/apt,2,1,1,6,149.0,3,14,True,0,0,5.0,True,74.5,447.0,0.07,0.16,0.14,4.99,0.0,745.0
818,10304861,,True,Centrum-Oost,52.37046,4.91945,Entire home/apt,2,1,1,1,110.0,3,1125,True,0,0,4.92,True,55.0,330.0,0.06,0.17,0.2,4.99,0.0,579.8356164383562
819,10320950,0.78,True,Oud-Oost,52.35683,4.90997,Entire home/apt,6,3,6,15,400.0,3,10,True,1,0,4.24,True,66.67,1200.0,0.08,0.06,0.32,10.99,0.33424657534246577,2000.0
820,10366937,0.64,True,Centrum-Oost,52.36603,4.89189,Entire home/apt,4,2,3,20,414.0,3,360,True,0,2,4.31,True,103.5,1242.0,0.06,0.3,0.17,10.99,0.4520547945205479,2193.8356164383563
821,10379281,0.9500000000000001,True,Noord-West,52.42236,4.89511,Entire home/apt,2,1,1,4,248.0,4,1125,True,0,0,4.9,True,124.0,992.0,0.07,0.2,0.19,4.99,0.07945205479452055,1241.4383561643835
822,10421029,0.09,True,Centrum-Oost,52.36077,4.88909,Entire home/apt,4,2,2,8,172.0,4,30,True,0,0,4.74,True,43.0,688.0,0.09,0.23,0.18,4.99,0.3315068493150685,860.0
823,10468991,1.0,True,IJburg - Zeeburgereiland,52.35155,4.9929,Entire home/apt,4,2,4,17,455.0,5,1125,True,0,0,4.68,True,113.75,2275.0,0.13,0.12,0.12,10.99,0.1589041095890411,2361.958904109589
824,10483201,,True,Oostelijk Havengebied - Indische Buurt,52.3666,4.93424,Entire home/apt,2,1,1,7,150.0,3,1125,True,0,0,4.98,True,75.0,450.0,0.07,0.23,0.15,4.99,0.0,750.0
825,10483384,0.8300000000000001,True,De Baarsjes - Oud-West,52.36426,4.85908,Entire home/apt,4,2,2,15,350.0,3,1125,True,0,1,4.95,True,87.5,1050.0,0.1,0.24,0.16,4.99,0.006389776357827476,1750.0
826,10492761,0.68,True,Zuid,52.3499,4.85738,Private room,2,1,1,1,80.0,2,30,True,2,1,4.8,True,40.0,160.0,0.06,0.12,0.15,4.99,0.17204301075268819,280.0
827,10510906,0.46,True,De Baarsjes - Oud-West,52.35974,4.85972,Entire home/apt,1,1,1,1,99.0,3,1125,True,0,0,4.86,True,99.0,297.0,0.06,0.1,0.16,4.99,0.0,495.0
828,10512492,0.65,True,Centrum-West,52.37831,4.88733,Private room,2,1,1,9,128.0,3,1125,True,2,3,4.62,True,64.0,384.0,0.06,0.12,0.13,4.99,0.005479452054794521,512.3972602739726
829,10522903,0.68,True,Centrum-West,52.37412,4.88836,Entire home/apt,4,2,2,4,140.0,7,7,True,0,3,4.58,True,35.0,980.0,0.08,0.17,0.2,4.99,0.13972602739726028,711.6438356164383
830,10538208,0.69,True,Centrum-West,52.38012,4.88689,Private room,2,1,1,4,140.0,3,1125,True,9,4,4.54,True,70.0,420.0,0.06,0.13,0.17,4.99,0.024657534246575342,500.93150684931504
831,10549599,0.16,True,Centrum-Oost,52.37427,4.90485,Entire home/apt,2,1,1,9,240.0,10,30,True,14,0,4.74,True,120.0,2400.0,0.08,0.14,0.28,4.99,0.9178082191780822,1200.0
832,10569785,0.0,True,Geuzenveld - Slotermeer,52.38283,4.83621,Private room,2,1,1,3,55.0,10,90,True,0,0,4.16,True,27.5,550.0,0.06,0.13,0.17,2.99,0.0,288.47945205479454
833,10582203,,True,Oud-Oost,52.35752,4.93545,Entire home/apt,4,2,4,11,299.0,7,1125,True,0,0,4.83,True,74.75,2093.0,0.13,0.27,0.31,4.99,0.2958904109589041,1495.0
834,10582829,,True,Noord-West,52.413898,4.908188,Entire home/apt,4,2,4,5,210.0,7,26,True,0,0,5.0,True,52.5,1470.0,0.08,0.16,0.17,4.99,0.07671232876712329,1050.0
835,10593371,0.5,True,Centrum-West,52.37675,4.88453,Entire home/apt,2,1,1,11,151.0,3,1125,True,9,1,4.96,True,75.5,453.0,0.07,0.12,0.23,4.99,0.2664835164835165,742.0879120879121
836,10625213,0.67,True,De Baarsjes - Oud-West,52.37232,4.86289,Entire home/apt,2,1,2,3,140.0,3,1125,True,0,0,4.71,True,70.0,420.0,0.06,0.15,0.2,4.99,0.0,700.0
837,10717483,,True,Centrum-Oost,52.36975,4.92527,Entire home/apt,2,1,1,4,95.0,3,1125,True,0,0,4.83,True,47.5,285.0,0.05,0.11,0.15,4.99,0.0,475.0
838,10799221,,True,Centrum-West,52.38168,4.88413,Entire home/apt,2,1,1,9,140.0,4,1125,True,0,0,5.0,True,70.0,560.0,0.05,0.15,0.17,4.99,0.0,882.3561643835617
839,10800247,,True,Oud-Oost,52.35196,4.91291,Entire home/apt,2,1,1,8,168.0,2,1124,True,0,0,4.94,True,84.0,336.0,0.08,0.2,0.24,4.99,0.0,875.0
840,10817619,0.45,True,De Pijp - Rivierenbuurt,52.35277,4.90114,Entire home/apt,2,1,1,10,170.0,3,7,True,0,1,4.89,True,85.0,510.0,0.09,0.24,0.2,4.99,0.0,850.0
841,10823505,0.5700000000000001,True,Noord-West,52.40745,4.90396,Entire home/apt,8,4,6,4,150.0,5,1125,True,0,0,4.81,True,18.75,750.0,0.07,0.12,0.21,4.99,0.4328767123287671,775.7534246575342
842,10917343,,True,De Pijp - Rivierenbuurt,52.34346,4.89507,Entire home/apt,2,1,2,5,98.0,4,1125,True,0,0,4.88,True,49.0,392.0,0.06,0.1,0.15,4.99,0.0,490.0
843,10936878,,True,Zuid,52.35715,4.85241,Entire home/apt,3,2,3,11,179.0,3,21,True,0,0,5.0,True,59.67,537.0,0.05,0.17,0.24,4.99,0.0,895.0
844,10944855,,True,Centrum-Oost,52.37247,4.90561,Entire home/apt,4,2,2,8,175.0,4,30,True,0,0,4.94,True,43.75,700.0,0.09,0.18,0.16,4.99,0.0,1042.9315068493152
845,11000373,1.0,True,IJburg - Zeeburgereiland,52.35628,4.99844,Entire home/apt,4,2,5,11,257.0,4,14,True,0,0,4.9,True,64.25,1028.0,0.05,0.24,0.31,4.99,0.1232876712328767,1333.5616438356165
846,11035643,0.0,True,IJburg - Zeeburgereiland,52.36688,4.95835,Private room,2,1,2,1,55.0,4,1125,True,0,0,4.449999999999999,True,27.5,220.0,0.04,0.13,0.15,2.99,0.0136986301369863,275.0
847,11054922,0.0,True,Centrum-West,52.37102,4.87885,Entire home/apt,4,2,4,10,299.0,5,1125,True,0,1,4.85,True,74.75,1495.0,0.17,0.15,0.15,4.99,0.4383561643835616,1495.0
848,11084718,,True,Zuid,52.3532,4.87888,Entire home/apt,2,1,1,3,100.0,3,1125,True,0,0,4.62,True,50.0,300.0,0.06,0.22,0.15,4.99,0.0,500.0
849,11090880,0.98,True,De Baarsjes - Oud-West,52.37179,4.84972,Private room,4,1,2,1,97.0,3,31,True,1,2,4.48,True,24.25,291.0,0.06,0.11,0.15,4.99,0.6904109589041096,421.3835616438356
850,11098408,1.0,True,De Aker - Nieuw Sloten,52.34546,4.79649,Private room,1,1,1,3,31.0,30,1125,True,0,0,4.29,True,31.0,930.0,0.08,0.1,0.15,0.99,0.5945205479452055,261.09589041095893
851,11161348,1.0,True,Centrum-Oost,52.36399,4.88232,Private room,2,1,1,7,143.0,1,1124,True,3,5,4.87,True,71.5,143.0,0.07,0.11,0.19,4.99,0.9225806451612903,682.2258064516129
852,11161861,1.0,True,Centrum-Oost,52.36418,4.88261,Private room,2,1,1,7,145.0,1,1124,True,7,5,4.8,True,72.5,145.0,0.06,0.08,0.18,4.99,0.9133333333333333,655.6666666666666
853,11165921,0.87,True,Centrum-Oost,52.36493,4.88541,Entire home/apt,2,1,1,7,132.0,3,30,True,0,5,4.82,True,66.0,396.0,0.07,0.13,0.14,4.99,0.06128133704735376,664.066852367688
854,11175840,0.56,True,De Pijp - Rivierenbuurt,52.34167,4.89479,Entire home/apt,2,1,1,10,135.0,3,1125,True,2,0,4.96,True,67.5,405.0,0.06,0.21,0.15,4.99,0.04657534246575343,744.5068493150685
855,11204463,0.8200000000000001,True,De Baarsjes - Oud-West,52.36725,4.85219,Private room,2,1,1,6,155.0,3,1125,True,8,0,4.76,True,77.5,465.0,0.08,0.1,0.18,4.99,0.1506849315068493,775.0
856,11217131,0.14,True,De Pijp - Rivierenbuurt,52.35597,4.88887,Entire home/apt,4,2,2,10,300.0,3,30,True,0,0,5.0,True,75.0,900.0,0.1,0.14,0.18,4.99,0.019178082191780823,1605.3698630136987
857,11239298,0.74,True,Centrum-Oost,52.36385,4.88564,Entire home/apt,2,1,1,4,136.0,3,30,True,2,4,4.79,True,68.0,408.0,0.06,0.16,0.21,4.99,0.084375,689.53125
858,11247862,,True,Centrum-Oost,52.36685,4.91097,Entire home/apt,6,3,6,10,320.0,5,1125,True,0,0,4.91,True,53.33,1600.0,0.08,0.16,0.23,4.99,0.0,1600.0
859,11306432,0.78,True,De Pijp - Rivierenbuurt,52.35567,4.89477,Entire home/apt,4,2,3,11,275.0,3,7,True,0,0,4.91,True,68.75,825.0,0.05,0.33,0.3,4.99,0.0,1375.0
860,11317473,0.54,True,De Pijp - Rivierenbuurt,52.34449,4.89515,Entire home/apt,4,2,3,13,361.0,4,1125,True,1,2,4.88,True,90.25,1444.0,0.09,0.24,0.26,4.99,0.010958904109589041,1703.4246575342465
861,11354028,0.7400000000000001,True,Centrum-Oost,52.36472,4.90703,Private room,2,1,2,10,145.0,3,30,True,0,0,4.88,True,72.5,435.0,0.05,0.16,0.23,4.99,0.0958904109589041,819.8219178082192
862,11358343,0.92,True,Watergraafsmeer,52.34199,4.92514,Entire home/apt,3,2,1,7,140.0,3,30,True,2,1,4.85,True,46.67,420.0,0.07,0.1,0.2,4.99,0.005479452054794521,700.0
863,11382530,,True,IJburg - Zeeburgereiland,52.354,4.99103,Entire home/apt,4,2,6,8,195.0,4,21,True,0,0,4.7,True,48.75,780.0,0.06,0.12,0.19,4.99,0.0,975.0
864,11386080,0.5,True,Westerpark,52.39022,4.87878,Entire home/apt,2,1,1,6,79.0,4,1125,True,0,0,5.0,True,39.5,316.0,0.07,0.12,0.15,4.99,0.0,454.24657534246575
865,11404636,0.75,True,Centrum-West,52.38399,4.89329,Entire home/apt,4,2,3,2,110.0,3,1125,True,0,0,4.88,True,27.5,330.0,0.08,0.17,0.18,4.99,0.0,550.0
866,11426523,1.0,True,Westerpark,52.38181,4.87683,Entire home/apt,2,1,1,14,200.0,4,14,True,0,0,4.82,True,100.0,800.0,0.07,0.16,0.15,4.99,0.019178082191780823,1007.1232876712329
867,11430214,,True,De Pijp - Rivierenbuurt,52.35645,4.89079,Entire home/apt,2,1,1,14,249.0,3,3,True,0,0,4.96,True,124.5,747.0,0.08,0.23,0.26,4.99,0.0,1245.0
868,11454092,,True,Centrum-Oost,52.36332,4.90236,Entire home/apt,2,1,1,4,130.0,3,1124,True,0,0,4.74,True,65.0,390.0,0.06,0.1,0.16,4.99,0.0,650.0
869,11517922,1.0,True,Oud-Oost,52.35345,4.91127,Entire home/apt,4,2,3,6,200.0,3,24,True,0,1,5.0,True,50.0,600.0,0.05,0.14,0.26,4.99,0.0,1011.986301369863
870,11524594,,True,Oud-Oost,52.3625,4.92492,Entire home/apt,2,1,1,8,120.0,3,9,True,0,0,4.85,True,60.0,360.0,0.06,0.15,0.17,4.99,0.0,600.0
871,11562257,,True,Centrum-West,52.37617,4.87846,Entire home/apt,2,1,1,3,200.0,4,30,True,0,0,4.59,True,100.0,800.0,0.1,0.25,0.25,4.99,0.0,1000.0
872,11597319,,True,De Baarsjes - Oud-West,52.36385,4.87696,Entire home/apt,2,1,1,4,149.0,3,7,True,0,0,5.0,True,74.5,447.0,0.06,0.18,0.16,4.99,0.0,745.0
873,11600796,0.98,True,De Baarsjes - Oud-West,52.36665,4.86482,Private room,4,1,4,7,200.0,2,14,True,8,2,4.73,True,50.0,400.0,0.1,0.22,0.2,4.99,0.16346153846153846,1020.7692307692307
874,11645006,0.25,True,Zuid,52.36038,4.87904,Entire home/apt,2,1,1,12,175.0,12,18,True,0,0,5.0,True,87.5,2100.0,0.07,0.23,0.19,4.99,0.4767123287671233,875.0
875,11649293,0.8,True,IJburg - Zeeburgereiland,52.35092,5.00225,Entire home/apt,4,2,3,6,180.0,5,1125,True,0,0,5.0,True,45.0,900.0,0.07,0.2,0.22,4.99,0.010958904109589041,892.6027397260274
876,11650024,0.6000000000000001,True,Centrum-Oost,52.36321,4.91804,Private room,2,1,1,1,134.0,3,1125,True,3,9,4.97,True,67.0,402.0,0.06,0.16,0.18,4.99,0.2493150684931507,664.5890410958904
877,11665821,,True,De Baarsjes - Oud-West,52.36587,4.86824,Entire home/apt,2,1,1,5,131.0,5,1125,True,0,0,5.0,True,65.5,655.0,0.06,0.16,0.19,4.99,0.0,655.0
878,11689351,0.38,True,De Pijp - Rivierenbuurt,52.35808,4.88892,Entire home/apt,2,1,1,7,171.0,3,1125,True,2,3,4.69,True,85.5,513.0,0.08,0.17,0.14,4.99,0.005479452054794521,761.2328767123288
879,11694315,,True,Zuid,52.35367,4.87141,Entire home/apt,5,3,3,7,350.0,5,14,True,0,0,4.94,True,70.0,1750.0,0.12,0.13,0.22,4.99,0.0,1750.0
880,11711052,0.67,True,De Baarsjes - Oud-West,52.36152502350385,4.875519523981477,Entire home/apt,4,2,2,11,350.0,3,10,True,0,1,4.88,True,87.5,1050.0,0.08,0.21,0.21,4.99,0.0,1750.0
881,11747373,0.62,True,Centrum-West,52.37118,4.87697,Entire home/apt,3,2,1,1,191.0,3,1125,True,5,1,4.45,True,63.67,573.0,0.09,0.15,0.17,4.99,0.8873626373626373,1589.0384615384614
882,11764965,,True,Westerpark,52.38199,4.87227,Entire home/apt,2,1,1,4,80.0,15,60,True,0,0,5.0,True,40.0,1200.0,0.04,0.11,0.17,4.99,0.0,410.13698630136986
883,11790061,0.67,True,De Baarsjes - Oud-West,52.36293,4.85629,Entire home/apt,3,2,3,14,329.0,2,1125,True,0,2,4.82,True,109.67,658.0,0.06,0.19,0.25,4.99,0.3333333333333333,1645.0
884,11822995,1.0,True,De Baarsjes - Oud-West,52.36429,4.85056,Entire home/apt,2,1,1,5,95.0,5,60,True,0,0,4.81,True,47.5,475.0,0.07,0.15,0.17,4.99,0.0,475.0
885,11843850,0.54,True,Centrum-West,52.36655,4.89039,Entire home/apt,2,1,1,7,275.0,3,1125,True,1,2,4.9,True,137.5,825.0,0.07,0.1,0.23,4.99,0.7863013698630137,1375.3287671232877
886,11846023,0.9199999999999999,True,Centrum-West,52.36655,4.89039,Entire home/apt,2,1,1,11,275.0,3,1125,True,5,1,4.89,True,137.5,825.0,0.1,0.22,0.18,4.99,0.7780821917808219,1375.86301369863
887,11858660,1.0,True,De Pijp - Rivierenbuurt,52.35458,4.9039,Entire home/apt,2,1,1,9,139.0,3,20,True,0,0,4.93,True,69.5,417.0,0.06,0.18,0.2,4.99,0.0,696.3698630136986
888,11867547,,True,Zuid,52.35264,4.8476,Entire home/apt,2,1,1,6,150.0,5,1125,True,0,0,4.88,True,75.0,750.0,0.08,0.14,0.15,4.99,0.0,750.0
