,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
1704,25435485,0.73,True,Zuid,52.35363,4.8496,Entire home/apt,3,2,2,11,140.0,5,365,True,0,0,5.0,True,46.67,700.0,0.06,0.15,0.2,4.99,0.0,700.0
1705,25436146,,True,Oud-Oost,52.3568,4.93252,Entire home/apt,4,2,6,10,200.0,2,30,True,0,0,5.0,True,50.0,400.0,0.06,0.17,0.18,4.99,0.0,1000.0
1706,25436200,1.0,True,De Baarsjes - Oud-West,52.3741,4.85735,Entire home/apt,4,2,3,9,200.0,3,7,True,0,0,4.93,True,50.0,600.0,0.06,0.31,0.25,4.99,0.0,1000.0
1707,25463991,0.76,True,Centrum-Oost,52.3643,4.88867,Entire home/apt,6,3,5,18,429.0,7,1125,True,2,0,4.46,True,71.5,3003.0,0.1,0.16,0.2,10.99,0.6684931506849315,2031.7260273972602
1708,25472002,,True,De Baarsjes - Oud-West,52.36962,4.87206,Entire home/apt,3,2,1,6,175.0,3,1125,True,0,0,5.0,True,58.33,525.0,0.07,0.22,0.22,4.99,0.0,875.0
1709,25500038,0.48000000000000004,True,Zuid,52.34602,4.86212,Entire home/apt,2,1,1,10,217.0,3,6,True,12,0,4.74,True,108.5,651.0,0.1,0.28,0.27,4.99,0.4777777777777778,1065.4444444444443
1710,25735095,1.0,True,Oud-Noord,52.39242,4.92422,Entire home/apt,4,2,2,2,50.0,7,30,True,0,0,4.65,True,12.5,350.0,0.05,0.14,0.15,2.99,0.0,249.24657534246575
1711,25760744,0.14,True,Bos en Lommer,52.38068,4.85628,Entire home/apt,2,1,1,5,125.0,10,16,True,1,0,4.75,True,62.5,1250.0,0.07,0.16,0.16,4.99,0.01643835616438356,623.7671232876712
1712,25775511,0.74,True,Centrum-West,52.37468,4.87818,Private room,4,1,4,12,294.0,2,1124,True,0,7,4.78,True,73.5,588.0,0.12,0.29,0.17,4.99,0.6739130434782609,1910.7142857142858
1713,25802945,1.0,True,Geuzenveld - Slotermeer,52.37392,4.82181,Entire home/apt,2,1,1,7,149.0,5,21,True,0,0,5.0,True,74.5,745.0,0.06,0.13,0.16,4.99,0.021917808219178082,745.013698630137
1714,25818312,0.4000000000000001,True,Centrum-Oost,52.36393,4.88797,Entire home/apt,4,2,2,12,250.0,4,1124,True,3,0,4.85,True,62.5,1000.0,0.1,0.2,0.22,4.99,0.01643835616438356,1250.0
1715,25853345,,True,Oud-Noord,52.39106,4.93726,Entire home/apt,4,2,4,9,259.0,7,21,True,0,0,3.5,True,64.75,1813.0,0.14,0.3,0.31,4.99,0.0,1295.0
1716,25898486,0.8600000000000001,True,Centrum-Oost,52.36169,4.90545,Entire home/apt,4,2,3,10,250.0,3,365,True,0,2,4.88,True,62.5,750.0,0.1,0.13,0.26,4.99,0.5095785440613027,1215.9961685823755
1717,25902355,1.0,True,De Baarsjes - Oud-West,52.36827,4.86519,Private room,2,1,1,4,120.0,4,9,True,6,5,4.97,True,60.0,480.0,0.05,0.16,0.18,4.99,0.12602739726027398,600.0
1718,25960980,1.0,True,Oud-Noord,52.40044,4.90055,Private room,2,1,1,8,187.0,2,1125,True,15,1,4.91,True,93.5,374.0,0.06,0.22,0.24,4.99,0.9534883720930233,1035.3820598006644
1719,25968358,0.6100000000000001,True,De Pijp - Rivierenbuurt,52.35685,4.89652,Private room,2,1,2,5,96.0,4,4,True,8,2,4.84,True,48.0,384.0,0.05,0.12,0.15,4.99,0.021917808219178082,523.8493150684932
1720,25975448,0.73,True,Centrum-West,52.37859,4.89613,Private room,4,1,2,12,285.0,1,365,True,1,1,4.38,True,71.25,285.0,0.11,0.17,0.31,4.99,0.7142857142857143,1565.3781512605042
1721,25994034,0.89,True,Centrum-West,52.37894,4.88327,Entire home/apt,2,1,1,12,185.0,5,21,True,0,0,4.88,True,92.5,925.0,0.08,0.18,0.23,4.99,0.0027397260273972603,978.8356164383562
1722,26000168,0.0,True,Zuid,52.35555,4.85095,Entire home/apt,7,4,6,20,450.0,4,1125,True,0,0,4.109999999999999,True,64.29,1800.0,0.11,0.15,0.25,10.99,0.09863013698630137,2250.0
1723,26003691,0.8,True,Bos en Lommer,52.37938,4.84683,Entire home/apt,4,2,2,11,200.0,4,25,True,0,1,5.0,True,50.0,800.0,0.1,0.18,0.17,4.99,0.030136986301369864,1000.0
1724,26029298,1.0,True,De Baarsjes - Oud-West,52.3671,4.87643,Entire home/apt,2,1,2,1,140.0,3,30,True,1,2,4.97,True,70.0,420.0,0.05,0.14,0.21,4.99,0.0273972602739726,700.0
1725,26035980,1.0,True,Bijlmer-Centrum,52.31818,4.95891,Private room,2,1,1,6,52.0,1,7,True,0,5,4.7,True,26.0,52.0,0.06,0.08,0.16,2.99,0.0,260.0
1726,26061816,0.19,True,Zuid,52.35415,4.85285,Entire home/apt,2,1,2,3,114.0,8,30,True,0,0,5.0,True,57.0,912.0,0.07,0.16,0.18,4.99,0.0,571.3698630136986
1727,26071272,0.18999999999999995,True,Zuid,52.3452,4.86311,Private room,1,1,1,5,89.0,7,1125,True,13,2,5.0,True,89.0,623.0,0.06,0.1,0.17,4.99,0.4301369863013699,408.3835616438356
1728,26079314,1.0,True,IJburg - Zeeburgereiland,52.37474,4.96548,Entire home/apt,3,2,2,1,119.0,3,1125,True,0,0,4.86,True,39.67,357.0,0.09,0.17,0.17,4.99,0.0,596.3698630136986
1729,26099020,,True,Westerpark,52.38588,4.87574,Entire home/apt,2,1,1,11,90.0,3,7,True,0,0,5.0,True,45.0,270.0,0.07,0.12,0.16,4.99,0.0,450.0
1730,26105238,0.55,True,Zuid,52.35,4.86278,Entire home/apt,2,1,1,2,115.0,3,1125,True,3,0,4.7,True,57.5,345.0,0.07,0.14,0.16,4.99,0.010958904109589041,593.6986301369863
1731,26111547,1.0,True,De Baarsjes - Oud-West,52.36076,4.85715,Entire home/apt,2,1,1,8,155.0,3,90,True,0,0,4.91,True,77.5,465.0,0.08,0.17,0.22,4.99,0.03561643835616438,786.2876712328767
1732,26114217,1.0,True,De Baarsjes - Oud-West,52.36722,4.85443,Entire home/apt,2,1,1,1,69.0,3,1125,True,0,0,4.77,True,34.5,207.0,0.07,0.14,0.15,2.99,0.06301369863013699,681.4931506849315
1733,26116665,0.24,True,Oostelijk Havengebied - Indische Buurt,52.36399,4.93729,Entire home/apt,2,1,1,4,125.0,7,30,True,3,0,5.0,True,62.5,875.0,0.07,0.09,0.17,4.99,0.00821917808219178,625.0
1734,26139659,0.5,True,Westerpark,52.38635,4.88071,Entire home/apt,2,1,1,6,135.0,3,90,True,0,0,4.89,True,67.5,405.0,0.09,0.14,0.18,4.99,0.0,675.0
1735,26147088,,True,Bijlmer-Centrum,52.32061,4.94373,Entire home/apt,4,2,2,5,99.0,7,14,True,0,0,4.33,True,24.75,693.0,0.05,0.12,0.16,4.99,0.0,495.0
1736,26160300,0.0,True,Centrum-Oost,52.36313,4.90641,Entire home/apt,4,2,4,13,375.0,6,21,True,0,1,4.6,True,93.75,2250.0,0.17,0.33,0.25,4.99,0.04657534246575343,1875.0
1737,26162908,,True,Buitenveldert - Zuidas,52.33318,4.87411,Entire home/apt,4,2,6,11,250.0,5,1125,True,0,0,4.88,True,62.5,1250.0,0.08,0.25,0.15,4.99,0.0,1250.0
1738,26185801,0.0,True,Centrum-Oost,52.36418,4.88352,Entire home/apt,4,2,2,12,429.0,3,365,True,2,2,4.430000000000001,True,107.25,1287.0,0.06,0.22,0.22,10.99,0.6547945205479452,2152.3835616438355
1739,26215451,0.6,True,Gaasperdam - Driemond,52.29158,4.99088,Entire home/apt,4,2,3,9,169.0,3,30,True,0,1,4.64,True,42.25,507.0,0.07,0.25,0.2,4.99,0.051118210862619806,752.3961661341853
1740,26248015,,True,De Pijp - Rivierenbuurt,52.35489,4.88946,Entire home/apt,4,2,2,9,185.0,3,1125,True,0,0,5.0,True,46.25,555.0,0.09,0.13,0.19,4.99,0.0,925.0
1741,26265461,0.15000000000000002,True,De Pijp - Rivierenbuurt,52.35472,4.88839,Entire home/apt,2,1,1,11,143.0,3,14,True,0,1,5.0,True,71.5,429.0,0.05,0.05,0.17,4.99,0.16666666666666666,715.8333333333334
1742,26271194,0.37,True,Oud-Oost,52.36495,4.93107,Entire home/apt,2,1,1,12,217.0,3,1125,True,4,1,4.94,True,108.5,651.0,0.11,0.26,0.25,4.99,0.03561643835616438,937.013698630137
1743,26275584,,True,Westerpark,52.3822,4.87163,Entire home/apt,2,1,3,1,100.0,5,10,True,0,0,4.63,True,50.0,500.0,0.07,0.18,0.18,4.99,0.0,500.0
1744,26290393,,True,Bos en Lommer,52.37822,4.85454,Entire home/apt,2,1,1,9,99.0,5,5,True,0,0,5.0,True,49.5,495.0,0.05,0.1,0.14,4.99,0.0,495.0
1745,26292322,0.5,True,IJburg - Zeeburgereiland,52.37375,4.96838,Entire home/apt,4,2,1,2,125.0,4,1125,True,0,0,4.92,True,31.25,500.0,0.06,0.14,0.16,4.99,0.0,625.0
1746,26294197,0.5,True,De Baarsjes - Oud-West,52.36294,4.86702,Entire home/apt,2,1,1,7,155.0,2,7,True,1,1,4.94,True,77.5,310.0,0.07,0.16,0.17,4.99,0.19444444444444445,900.0
1747,26312125,0.35,True,Oud-Noord,52.3923,4.93214,Entire home/apt,5,3,5,7,190.0,4,14,True,0,0,5.0,True,38.0,760.0,0.07,0.17,0.21,4.99,0.16986301369863013,950.0
1748,26312130,1.0,True,Oud-Oost,52.36013,4.92895,Entire home/apt,2,1,1,10,133.0,7,12,True,0,0,5.0,True,66.5,931.0,0.06,0.13,0.17,4.99,0.0,619.4383561643835
1749,26314462,0.62,True,Oud-Noord,52.40035,4.91375,Entire home/apt,4,2,2,3,123.0,4,1125,True,0,0,4.56,True,30.75,492.0,0.07,0.17,0.15,4.99,0.0,614.2465753424658
1750,26329643,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36003,4.9345,Entire home/apt,2,1,1,7,150.0,3,1125,True,1,1,4.93,True,75.0,450.0,0.07,0.2,0.18,4.99,0.0027397260273972603,705.3424657534247
1751,26383495,0.6200000000000001,True,De Pijp - Rivierenbuurt,52.34488,4.90222,Entire home/apt,4,2,5,13,250.0,3,1125,True,0,3,4.91,True,62.5,750.0,0.11,0.25,0.27,4.99,0.0027397260273972603,1250.0
1752,26431371,0.76,True,Centrum-West,52.36965,4.89214,Entire home/apt,5,3,3,18,417.0,2,1125,True,4,0,4.48,True,83.4,834.0,0.09,0.28,0.32,10.99,0.40816326530612246,2369.387755102041
1753,26465711,0.2,True,Watergraafsmeer,52.35339,4.93679,Entire home/apt,4,2,3,1,75.0,84,1125,True,0,0,5.0,True,18.75,6300.0,0.06,0.12,0.17,4.99,0.16986301369863013,375.0
1754,26489486,0.29,True,De Baarsjes - Oud-West,52.36181,4.86539,Entire home/apt,2,1,1,3,81.0,1,1125,True,7,1,4.95,True,40.5,81.0,0.04,0.11,0.17,4.99,0.7727272727272727,1500.0
1755,26489604,0.17,True,Zuid,52.35777,4.8518,Entire home/apt,4,2,4,9,250.0,4,30,True,4,2,5.0,True,62.5,1000.0,0.16,0.28,0.23,4.99,0.14246575342465753,1250.0
1756,26515155,1.0,True,Centrum-Oost,52.36241,4.88701,Private room,4,1,4,2,97.0,1,1125,True,0,0,4.67,True,24.25,97.0,0.05,0.12,0.17,4.99,0.02830188679245283,633.7264150943396
1757,26516140,0.37,True,De Pijp - Rivierenbuurt,52.35289,4.90798,Private room,2,1,2,10,145.0,3,1125,True,7,6,4.96,True,72.5,435.0,0.09,0.14,0.18,4.99,0.3452054794520548,736.7808219178082
1758,26519263,0.5,True,De Baarsjes - Oud-West,52.3747,4.864,Entire home/apt,2,1,1,2,90.0,5,1125,True,0,0,5.0,True,45.0,450.0,0.04,0.11,0.15,4.99,0.0,450.09589041095893
1759,26551134,1.0,True,Bos en Lommer,52.38455,4.85246,Entire home/apt,2,1,1,5,106.0,3,8,True,0,1,5.0,True,53.0,318.0,0.06,0.12,0.18,4.99,0.0,530.0
1760,26593646,0.5,True,Slotervaart,52.35377838659484,4.836142373146458,Entire home/apt,2,1,1,9,149.0,5,1125,True,0,0,,True,74.5,745.0,0.06,0.11,0.17,4.99,0.06027397260273973,745.2328767123288
1761,26597244,0.71,True,Oud-Oost,52.35728,4.93247,Entire home/apt,4,2,4,17,396.0,5,30,True,0,0,4.89,True,99.0,1980.0,0.09,0.24,0.22,4.99,0.18904109589041096,1423.5616438356165
1762,26625840,0.5700000000000001,True,Oud-Oost,52.35281,4.91321,Entire home/apt,2,1,1,4,185.0,4,60,True,5,0,5.0,True,92.5,740.0,0.09,0.16,0.22,4.99,0.01643835616438356,964.3424657534247
1763,26728654,1.0,True,De Pijp - Rivierenbuurt,52.35665,4.88819,Entire home/apt,2,1,1,13,192.0,3,1125,True,0,0,4.8,True,96.0,576.0,0.09,0.19,0.16,4.99,0.0,962.0958904109589
1764,26728984,0.75,True,Centrum-Oost,52.3673,4.90155,Private room,2,1,1,5,189.0,1,365,True,1,0,4.89,True,94.5,189.0,0.07,0.22,0.16,4.99,0.5961538461538461,1224.326923076923
1765,26736625,1.0,True,Noord-West,52.41237,4.88696,Private room,2,1,1,5,86.0,2,45,True,1,6,4.85,True,43.0,172.0,0.07,0.11,0.16,4.99,1.0,431.7647058823529
1766,26744310,1.0,True,De Baarsjes - Oud-West,52.35907,4.84999,Entire home/apt,2,1,2,11,160.0,4,13,True,2,1,4.78,True,80.0,640.0,0.08,0.18,0.2,4.99,0.005479452054794521,795.082191780822
1767,26744905,0.5,True,Westerpark,52.39062,4.88676,Entire home/apt,2,1,1,7,100.0,7,1125,True,0,0,4.8,True,50.0,700.0,0.06,0.18,0.2,4.99,0.0,500.0
1768,26744928,,True,Zuid,52.35382,4.86792,Entire home/apt,4,2,4,15,350.0,3,1125,True,0,0,5.0,True,87.5,1050.0,0.11,0.09,0.21,4.99,0.0,1750.0
1769,26766473,1.0,True,De Pijp - Rivierenbuurt,52.35015,4.88745,Entire home/apt,5,3,3,5,200.0,3,220,True,0,0,4.25,True,40.0,600.0,0.12,0.19,0.18,4.99,0.0,1000.0
1770,26781097,0.71,True,Centrum-Oost,52.36384,4.90131,Private room,2,1,1,3,81.0,3,1125,True,3,6,4.89,True,40.5,243.0,0.07,0.06,0.15,4.99,0.6,429.3835616438356
1771,26781206,,True,De Baarsjes - Oud-West,52.37387,4.86441,Entire home/apt,2,1,1,9,95.0,3,7,True,0,0,5.0,True,47.5,285.0,0.06,0.1,0.13,4.99,0.0,475.0
1772,26793214,0.75,True,De Pijp - Rivierenbuurt,52.34181,4.89459,Entire home/apt,4,2,4,11,214.0,2,1125,True,0,0,5.0,True,53.5,428.0,0.09,0.18,0.19,4.99,0.0,1250.0
1773,26794556,0.86,True,Centrum-Oost,52.36123,4.8953,Private room,2,1,1,3,221.0,2,90,True,10,1,3.94,True,110.5,442.0,0.07,0.17,0.21,4.99,0.5096153846153846,1370.4326923076924
1774,26794663,0.86,True,Centrum-Oost,52.36104,4.89526,Private room,2,1,1,7,233.0,2,180,True,9,2,4.49,True,116.5,466.0,0.1,0.18,0.28,4.99,0.4958904109589041,1229.2465753424658
1775,26829033,0.93,True,Centrum-Oost,52.36624,4.90245,Entire home/apt,6,3,5,13,319.0,3,30,True,0,1,4.88,True,53.17,957.0,0.11,0.23,0.17,4.99,0.0410958904109589,1595.0
1776,26832364,1.0,True,De Baarsjes - Oud-West,52.36084,4.86549,Entire home/apt,2,1,1,9,250.0,25,30,True,1,1,5.0,True,125.0,6250.0,0.12,0.27,0.2,4.99,0.0027397260273972603,1250.0
1777,26838436,0.54,True,De Pijp - Rivierenbuurt,52.35361,4.90424,Entire home/apt,2,1,1,5,230.0,3,3,True,0,1,4.88,True,115.0,690.0,0.09,0.18,0.26,4.99,0.0,1150.890410958904
1778,26842663,,True,Gaasperdam - Driemond,52.30787,5.01839,Entire home/apt,4,2,4,12,294.0,4,21,True,0,0,5.0,True,73.5,1176.0,0.14,0.26,0.32,4.99,0.0,1470.0
1779,26854143,0.5800000000000001,True,Oud-Noord,52.39905,4.92058,Entire home/apt,5,3,5,1,195.0,7,14,True,0,1,5.0,True,39.0,1365.0,0.07,0.2,0.22,4.99,0.019178082191780823,975.0
1780,26869538,1.0,True,De Baarsjes - Oud-West,52.37097,4.86825,Entire home/apt,2,1,1,11,120.0,3,1125,True,0,0,4.83,True,60.0,360.0,0.07,0.14,0.18,4.99,0.0,600.0
1781,26879765,,True,De Baarsjes - Oud-West,52.36287,4.86486,Entire home/apt,2,1,1,9,121.0,3,1125,True,0,0,5.0,True,60.5,363.0,0.07,0.2,0.15,4.99,0.0,605.0
1782,26907262,,True,De Pijp - Rivierenbuurt,52.34387,4.89191,Entire home/apt,4,2,3,11,160.0,3,28,True,0,0,5.0,True,40.0,480.0,0.07,0.15,0.2,4.99,0.0,800.0
1783,26936908,0.5700000000000001,True,De Pijp - Rivierenbuurt,52.35032,4.89049,Entire home/apt,2,1,1,8,146.0,4,4,True,0,0,5.0,True,73.0,584.0,0.06,0.15,0.18,4.99,0.1643835616438356,732.1232876712329
1784,26985641,0.57,True,Centrum-West,52.36914,4.87861,Entire home/apt,2,1,1,15,222.0,3,3,True,0,2,4.97,True,111.0,666.0,0.11,0.26,0.25,4.99,0.0,1036.164383561644
1785,27004085,0.79,True,Watergraafsmeer,52.34426,4.92383,Entire home/apt,4,2,2,6,265.0,5,1125,True,8,0,,True,66.25,1325.0,0.08,0.23,0.29,4.99,0.10410958904109589,1326.6164383561643
1786,27020496,,True,Oud-Noord,52.38522,4.91178,Entire home/apt,6,3,2,9,240.0,3,18,True,0,0,4.6,True,40.0,720.0,0.09,0.13,0.18,4.99,0.0,1200.0
1787,27024242,0.88,True,Zuid,52.3527,4.86091,Private room,4,1,3,13,254.0,4,30,True,5,2,4.81,True,63.5,1016.0,0.11,0.31,0.28,4.99,0.42441860465116277,1051.1627906976744
1788,27051213,0.81,True,Zuid,52.3565,4.87368,Entire home/apt,4,2,2,13,299.0,4,90,True,0,0,4.7,True,74.75,1196.0,0.08,0.32,0.13,4.99,0.0,1706.5753424657535
1789,27058302,0.67,True,IJburg - Zeeburgereiland,52.36311,4.9898,Entire home/apt,4,2,2,11,235.0,3,14,True,0,0,5.0,True,58.75,705.0,0.09,0.13,0.22,4.99,0.06389776357827476,1181.5974440894568
1790,27061787,1.0,True,Westerpark,52.38172,4.87811,Entire home/apt,2,1,1,5,85.0,3,1125,True,0,0,4.9,True,42.5,255.0,0.07,0.09,0.15,4.99,0.0,527.3150684931506
1791,27127011,0.27,True,De Baarsjes - Oud-West,52.36145,4.87516,Entire home/apt,4,2,4,13,429.0,4,1125,True,0,0,4.88,True,107.25,1716.0,0.11,0.14,0.2,10.99,0.01643835616438356,2142.4657534246576
1792,27160776,0.10000000000000003,True,Centrum-Oost,52.3669,4.92669,Entire home/apt,2,1,2,11,180.0,3,10,True,0,0,4.39,True,90.0,540.0,0.09,0.21,0.21,4.99,0.1726027397260274,934.3835616438356
1793,27179290,0.67,True,Oud-Oost,52.3587,4.92307,Entire home/apt,2,1,1,7,89.0,4,21,True,0,0,5.0,True,44.5,356.0,0.06,0.13,0.15,4.99,0.0,445.0
1794,27184333,0.8399999999999999,True,Centrum-West,52.37032,4.88215,Entire home/apt,2,1,2,9,200.0,4,1125,True,1,2,4.96,True,100.0,800.0,0.08,0.18,0.27,4.99,0.3643835616438356,1012.5753424657535
1795,27221235,0.71,True,Noord-Oost,52.39078,4.9519,Entire home/apt,4,2,3,3,209.0,4,1125,True,0,1,4.82,True,52.25,836.0,0.12,0.2,0.26,4.99,0.005479452054794521,1068.6301369863013
1796,27239002,0.4700000000000001,True,De Pijp - Rivierenbuurt,52.35244,4.89036,Entire home/apt,2,1,1,5,126.0,4,1125,True,0,1,4.86,True,63.0,504.0,0.05,0.23,0.18,4.99,0.0,630.917808219178
1797,27319090,,True,Noord-West,52.42075,4.89596,Entire home/apt,4,2,3,2,155.0,5,14,True,0,0,5.0,True,38.75,775.0,0.08,0.19,0.18,4.99,0.0,775.0
1798,27348973,1.0,True,Oud-Oost,52.35663,4.92413,Entire home/apt,4,2,2,10,225.0,5,21,True,0,0,4.8,True,56.25,1125.0,0.05,0.2,0.25,4.99,0.0,1125.0
1799,27362571,0.67,True,Bos en Lommer,52.38273,4.85468,Entire home/apt,3,2,2,12,120.0,4,100,True,0,0,4.67,True,40.0,480.0,0.06,0.14,0.15,4.99,0.0,600.0410958904109
1800,27379405,1.0,True,De Baarsjes - Oud-West,52.36616,4.86215,Entire home/apt,4,2,3,5,150.0,3,28,True,0,0,5.0,True,37.5,450.0,0.08,0.17,0.23,4.99,0.0,750.0
1801,27396373,0.98,True,De Baarsjes - Oud-West,52.37116,4.85505,Private room,3,1,1,3,90.0,3,1125,True,17,2,4.31,True,30.0,270.0,0.07,0.09,0.16,4.99,0.04807692307692308,500.0
1802,27397058,0.98,True,De Baarsjes - Oud-West,52.37108,4.85303,Private room,2,1,1,8,86.0,3,1125,True,10,1,4.26,True,43.0,258.0,0.04,0.12,0.16,4.99,0.009615384615384616,450.0
1803,27410925,0.49000000000000005,True,Zuid,52.35204,4.8574,Entire home/apt,4,2,3,3,156.0,5,1125,True,2,0,5.0,True,39.0,780.0,0.06,0.19,0.18,4.99,0.005479452054794521,1004.6575342465753
1804,27426691,0.0,True,Zuid,52.35059,4.8469,Entire home/apt,4,2,1,1,75.0,7,45,True,0,0,5.0,True,18.75,525.0,0.07,0.14,0.17,4.99,0.0,397.8082191780822
1805,27478968,0.72,True,De Pijp - Rivierenbuurt,52.35175,4.90905,Entire home/apt,4,2,3,20,475.0,3,30,True,0,0,4.64,True,118.75,1425.0,0.09,0.2,0.19,10.99,0.0,2375.0
1806,27482148,0.67,True,Noord-West,52.40797,4.92397,Entire home/apt,4,2,3,5,150.0,3,10,True,0,0,5.0,True,37.5,450.0,0.07,0.2,0.15,4.99,0.11506849315068493,734.931506849315
1807,27520015,0.8300000000000001,True,Oud-Oost,52.35916,4.93348,Entire home/apt,2,1,1,5,112.0,4,10,True,0,0,4.93,True,56.0,448.0,0.09,0.12,0.19,4.99,0.0,560.0
1808,27525864,,True,Oud-Oost,52.36434,4.92533,Entire home/apt,6,3,3,15,400.0,4,1125,True,0,0,4.56,True,66.67,1600.0,0.11,0.1,0.32,10.99,0.0,2000.0
1809,27546826,0.5,True,Bos en Lommer,52.38495,4.84922,Entire home/apt,2,1,1,8,110.0,21,30,True,0,0,5.0,True,55.0,2310.0,0.08,0.1,0.19,4.99,0.0,550.0
1810,27595911,1.0,True,Centrum-West,52.37793,4.89296,Private room,2,1,1,8,119.0,2,1125,True,1,0,4.83,True,59.5,238.0,0.05,0.16,0.18,4.99,0.0625,476.09375
1811,27608003,0.88,True,Noord-West,52.40243,4.91335,Entire home/apt,4,2,4,5,130.0,4,1125,True,0,0,4.83,True,32.5,520.0,0.06,0.14,0.21,4.99,0.010958904109589041,724.6986301369863
1812,27616092,0.51,True,Oud-Noord,52.40056,4.91337,Entire home/apt,2,1,1,6,115.0,3,10,True,0,0,4.79,True,57.5,345.0,0.06,0.14,0.16,4.99,0.021917808219178082,586.2328767123288
1813,27622005,1.0,True,De Baarsjes - Oud-West,52.36684,4.8756,Entire home/apt,4,2,1,18,400.0,3,1125,True,1,1,4.25,True,100.0,1200.0,0.2,0.21,0.3,10.99,0.0851063829787234,1947.340425531915
1814,27677715,,True,De Pijp - Rivierenbuurt,52.34438,4.89556,Entire home/apt,4,2,3,11,221.0,7,30,True,0,0,5.0,True,55.25,1547.0,0.06,0.14,0.25,4.99,0.19452054794520549,1552.027397260274
1815,27713449,0.58,True,Zuid,52.35408,4.88446,Entire home/apt,2,1,1,9,200.0,2,1125,True,0,1,4.79,True,100.0,400.0,0.08,0.25,0.2,4.99,0.0,1084.5588235294117
1816,27713691,0.9500000000000001,True,Bos en Lommer,52.37649,4.85998,Entire home/apt,4,2,2,2,150.0,3,20,True,0,0,4.82,True,37.5,450.0,0.08,0.16,0.22,4.99,0.0,1166.3287671232877
1817,27719323,0.25999999999999995,True,Zuid,52.34408,4.86486,Entire home/apt,4,2,3,13,279.0,3,30,True,0,2,4.91,True,69.75,837.0,0.16,0.19,0.19,4.99,0.4273972602739726,1395.0
1818,27745560,1.0,True,Westerpark,52.38589,4.88294,Entire home/apt,4,2,2,10,150.0,3,12,True,0,0,4.39,True,37.5,450.0,0.08,0.13,0.21,4.99,0.0,750.0
1819,27755390,0.5,True,Geuzenveld - Slotermeer,52.37344,4.81215,Entire home/apt,4,2,5,6,250.0,7,1125,True,1,0,4.0,True,62.5,1750.0,0.11,0.26,0.26,4.99,0.10410958904109589,1233.5616438356165
1820,27774674,0.99,True,Centrum-West,52.37962,4.88769,Entire home/apt,2,1,1,9,300.0,5,180,True,1,4,5.0,True,150.0,1500.0,0.1,0.17,0.25,4.99,0.5917808219178082,1306.13698630137
1821,27774794,0.41000000000000003,True,Oud-Noord,52.39994,4.90621,Entire home/apt,3,2,2,1,159.0,4,1125,True,0,0,4.88,True,53.0,636.0,0.07,0.21,0.23,4.99,0.0,795.0
1822,27800380,0.8200000000000001,True,De Pijp - Rivierenbuurt,52.35507781700164,4.896011085955824,Entire home/apt,2,1,2,10,152.0,3,30,True,0,0,,True,76.0,456.0,0.08,0.13,0.23,4.99,0.32054794520547947,952.7397260273973
1823,27825991,1.0,True,Watergraafsmeer,52.33978,4.94456,Entire home/apt,2,1,1,16,195.0,3,90,True,0,1,5.0,True,97.5,585.0,0.08,0.15,0.2,4.99,0.0,702.945205479452
1824,27833698,0.0,True,Bos en Lommer,52.37631,4.84774,Entire home/apt,2,1,1,1,89.0,14,31,True,0,0,5.0,True,44.5,1246.0,0.03,0.12,0.15,4.99,0.0,445.0
1825,27851626,0.7000000000000001,True,Westerpark,52.37401,4.87283,Entire home/apt,2,1,1,8,120.0,3,15,True,0,0,4.8,True,60.0,360.0,0.06,0.13,0.16,4.99,0.0,600.0
1826,27865341,0.86,True,Geuzenveld - Slotermeer,52.3764,4.82335,Entire home/apt,2,1,1,6,85.0,2,52,True,0,0,4.92,True,42.5,170.0,0.05,0.08,0.16,4.99,0.5882352941176471,652.9411764705883
1827,27871686,1.0,True,Centrum-West,52.37806,4.88524,Private room,2,1,1,1,139.0,3,1125,True,3,6,4.9,True,69.5,417.0,0.06,0.13,0.17,4.99,0.01652892561983471,710.9090909090909
1828,27903955,0.67,True,Buitenveldert - Zuidas,52.3243,4.87289,Private room,2,1,1,5,69.0,2,1125,True,0,0,4.46,True,34.5,138.0,0.05,0.12,0.16,2.99,0.0,385.38461538461536
1829,27913527,0.06,True,Centrum-Oost,52.37436,4.90417,Private room,2,1,1,1,125.0,3,1125,True,0,0,4.93,True,62.5,375.0,0.07,0.15,0.18,4.99,0.0,625.0
1830,27916775,1.0,True,Bos en Lommer,52.37807,4.84575,Private room,2,1,1,1,45.0,2,270,True,0,2,4.54,True,22.5,90.0,0.1,0.09,0.13,0.99,0.4972972972972973,316.6216216216216
1831,27940393,0.67,True,De Baarsjes - Oud-West,52.36397075185373,4.8530976547488,Entire home/apt,2,1,1,10,169.0,5,30,True,0,0,5.0,True,84.5,845.0,0.07,0.14,0.18,4.99,0.43561643835616437,846.3698630136986
1832,28042923,0.63,True,Westerpark,52.37943,4.87795,Entire home/apt,4,2,2,9,206.0,2,1125,True,0,0,4.45,True,51.5,412.0,0.08,0.26,0.2,4.99,0.0,1100.0
